0,8,1,1,1,0
0,8,2,1,2,0
3,-5,1,1,2,0
-2,5,1,1,2,0
-3,6,1,1,2,0
-1,5,1,1,2,0
9,6,1,1,2,0
-9,-8,1,1,2,0
0,8,3,1,3,0
-8,-7,1,1,3,0
6,-3,1,1,3,0
3,-5,2,1,3,0
7,-9,1,1,3,0
-2,5,2,1,3,0
-3,6,2,1,3,0
-1,5,2,1,3,0
9,6,2,1,3,0
-9,-8,2,1,3,0
0,8,4,1,4,0
-8,-7,3,1,4,0
-8,-8,3,1,4,0
6,-3,2,1,4,0
3,-5,3,1,4,0
7,-9,2,1,4,0
-2,5,3,1,4,0
-3,6,3,1,4,0
-9,-8,2,1,4,0
-1,5,3,1,4,0
9,6,3,1,4,0
0,8,5,1,5,0
8,6,4,1,5,0
-8,-7,4,1,5,0
-8,-8,4,1,5,0
6,-3,3,1,5,0
3,-5,4,1,5,0
7,-9,3,1,5,0
-2,5,4,1,5,0
-3,6,4,1,5,0
-9,-8,2,1,5,0
9,6,3,1,5,0
-1,5,4,1,5,0
0,8,6,1,6,0
8,6,5,1,6,0
7,-3,4,1,6,0
-8,-7,5,1,6,0
-8,-8,5,1,6,0
6,-3,3,1,6,0
3,-5,5,1,6,0
7,-9,4,1,6,0
-2,5,5,1,6,0
-3,6,5,1,6,0
-9,-8,2,1,6,0
9,6,3,1,6,0
-1,5,5,1,6,0
0,8,6,1,7,0
8,6,6,1,7,0
7,-3,5,1,7,0
-8,-7,6,1,7,0
-8,-8,6,1,7,0
6,-3,3,1,7,0
3,-5,6,1,7,0
7,-8,6,1,7,0
7,-9,4,1,7,0
-2,4,6,1,7,0
-2,5,5,1,7,0
-3,6,6,1,7,0
-9,-8,2,1,7,0
9,6,3,1,7,0
-1,5,6,1,7,0
1,8,7,1,7,0
0,8,6,1,8,0
8,6,7,1,8,0
-8,-7,6,1,8,0
7,-3,7,1,8,0
4,-5,7,1,8,0
-8,-8,7,1,8,0
6,-3,3,1,8,0
-7,-7,7,1,8,0
3,-5,6,1,8,0
7,-8,7,1,8,0
7,-9,4,1,8,0
-2,4,7,1,8,0
-2,5,5,1,8,0
-3,6,6,1,8,0
1,7,8,1,8,0
-9,-8,2,1,8,0
9,6,3,1,8,0
1,8,7,1,8,0
-1,5,7,1,8,0
-3,7,7,1,8,0
0,8,6,1,9,0
8,6,8,1,9,0
-8,-7,6,1,9,0
7,-3,8,1,9,0
4,-5,8,1,9,0
-8,-8,8,1,9,0
6,-3,3,1,9,0
-7,-7,8,1,9,0
3,-5,6,1,9,0
7,-8,8,1,9,0
7,-9,4,1,9,0
-2,4,8,1,9,0
-2,5,5,1,9,0
-3,6,6,1,9,0
1,7,9,1,9,0
-9,-8,2,1,9,0
9,6,3,1,9,0
1,8,7,1,9,0
-1,5,8,1,9,0
-3,7,8,1,9,0
0,8,6,1,10,0
8,6,9,1,10,0
-8,-7,6,1,10,0
7,-3,9,1,10,0
4,-5,9,1,10,0
-8,-8,9,1,10,0
6,-3,3,1,10,0
-7,-7,9,1,10,0
3,-5,6,1,10,0
7,-8,9,1,10,0
7,-9,4,1,10,0
-2,4,9,1,10,0
0,5,9,1,10,0
-2,5,5,1,10,0
-3,6,6,1,10,0
1,7,9,1,10,0
-9,-8,2,1,10,0
9,6,3,1,10,0
1,8,7,1,10,0
-1,5,8,1,10,0
-3,7,9,1,10,0
0,8,6,1,11,0
8,6,9,1,11,0
-8,-7,6,1,11,0
7,-3,9,1,11,0
4,-5,9,1,11,0
-8,-8,9,1,11,0
6,-3,3,1,11,0
-7,-7,9,1,11,0
3,-5,6,1,11,0
7,-8,9,1,11,0
7,-9,4,1,11,0
-2,4,9,1,11,0
0,5,9,1,11,0
-2,5,5,1,11,0
-3,6,6,1,11,0
1,7,11,1,11,0
-9,-8,2,1,11,0
9,6,3,1,11,0
1,8,7,1,11,0
-1,5,8,1,11,0
-3,7,9,1,11,0
0,8,6,1,12,0
8,6,9,1,12,0
-8,-7,6,1,12,0
7,-3,9,1,12,0
7,6,11,1,12,0
-8,-8,9,1,12,0
4,-5,11,1,12,0
6,-3,3,1,12,0
-7,-7,11,1,12,0
3,-5,6,1,12,0
-7,-8,11,1,12,0
7,-8,9,1,12,0
7,-9,4,1,12,0
-2,4,11,1,12,0
0,5,11,1,12,0
-2,5,5,1,12,0
-3,6,6,1,12,0
1,7,12,1,12,0
8,-3,11,1,12,0
-9,-8,2,1,12,0
9,6,3,1,12,0
1,8,7,1,12,0
-1,5,8,1,12,0
-3,7,11,1,12,0
0,8,6,1,13,0
8,6,9,1,13,0
-8,-7,6,1,13,0
7,-3,9,1,13,0
7,6,12,1,13,0
